case_id,category,common_validation_errors,created_at,difficulty,discovered_joins,evaluation_policy_violations,execution_result_hash,failure_category,failure_reason,generated_sql,gold,latency_ms,ontology_policy_errors,predicted_status,question,raw_model_output,referenced_columns,referenced_tables,retrieved_columns,retrieved_context,retrieved_tables,run_id,selected_sql_asset_id,selected_template_rank,semantic_output,sql_asset_candidates,sql_rewrite,status,success,template_adopted,template_compatible,template_rejection_reasons,token_usage
dimension-01,单维度、双维度,[],2026-07-23T12:11:52.314031Z,easy,"[""dwd_card_transaction.branch_id = dim_branch.branch_id""]","[""Missing required metric filter: transaction_status = POSTED""]",7541823b08ffa3472124dca70cff6fe4703de6bfc268b5759dbb58a0bf12bdd1,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    b.branch_id,
    b.branch_name,
    SUM(t.txn_amount_cny) AS total_transaction_amount
FROM 
    dwd_card_transaction t
    JOIN dim_branch b ON t.branch_id = b.branch_id
GROUP BY 
    b.branch_id, b.branch_name
ORDER BY 
    b.branch_id","{""sql"": ""SELECT b.branch_name, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t JOIN dim_branch b ON t.branch_id = b.branch_id WHERE t.transaction_status = 'POSTED' GROUP BY b.branch_name ORDER BY b.branch_name"", ""joins"": [""dwd_card_transaction.branch_id = dim_branch.branch_id""], ""tables"": [""dim_branch"", ""dwd_card_transaction""], ""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""transaction_amount""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""6cab8c111e82c9961fb7563ef0eb8721fcfbf2e114517039fc3c6fe84aaf98b8"", ""dimension_ids"": [""branch""], ""expected_status"": ""success"", ""semantic_filters"": []}",1250.16,,success,按分行统计交易金额,,"[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.txn_amount_cny""]","[""dim_branch"", ""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2654, ""output_tokens"": 83, ""total_tokens"": 2737}"
dimension-02,单维度、双维度,[],2026-07-23T12:11:53.373605Z,easy,[],"[""Missing required metric filter: transaction_status = POSTED""]",a176ea374b9f7ec5e05e9f7925365f7a27afc8d2ec130262e9eb7c4e0e25d765,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    transaction_channel,
    SUM(txn_amount_cny) AS total_amount_cny
FROM dwd_card_transaction
GROUP BY transaction_channel
ORDER BY total_amount_cny DESC","{""sql"": ""SELECT t.transaction_channel, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t  WHERE t.transaction_status = 'POSTED' GROUP BY t.transaction_channel ORDER BY t.transaction_channel"", ""joins"": [], ""tables"": [""dwd_card_transaction""], ""columns"": [""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""transaction_amount""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""737cb115242acc631349339da84bc15be1c7f92cab1534b6cc7094f2d4ec9c4b"", ""dimension_ids"": [""transaction_channel""], ""expected_status"": ""success"", ""semantic_filters"": []}",1053.63,,success,按交易渠道统计交易金额,,[],"[""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2655, ""output_tokens"": 46, ""total_tokens"": 2701}"
dimension-03,单维度、双维度,[],2026-07-23T12:11:54.549119Z,easy,[],"[""Missing required metric filter: transaction_status = POSTED""]",74eb6ba36cb0024a47703a592d44f77a0f837bb841ce6408a37771a11c7b6a14,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    dct.card_type,
    SUM(dct.txn_amount_cny) AS total_transaction_amount_cny
FROM dwd_card_transaction dct
GROUP BY dct.card_type","{""sql"": ""SELECT t.card_type, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t  WHERE t.transaction_status = 'POSTED' GROUP BY t.card_type ORDER BY t.card_type"", ""joins"": [], ""tables"": [""dwd_card_transaction""], ""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""transaction_amount""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""61f98855ae9f9916ecfa8286144be1f2396877ac34e752bce5b0595bf8198b0e"", ""dimension_ids"": [""card_type""], ""expected_status"": ""success"", ""semantic_filters"": []}",1170.73,,success,按卡类型统计交易金额,,"[""dwd_card_transaction.card_type"", ""dwd_card_transaction.txn_amount_cny""]","[""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2655, ""output_tokens"": 46, ""total_tokens"": 2701}"
dimension-04,单维度、双维度,[],2026-07-23T12:11:55.666620Z,easy,[],"[""Missing required metric filter: transaction_status = POSTED""]",9996e628bb7aa22dd322e7989663445700e1faeac7bfc4618d96993d1116dea6,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    transaction_date,
    SUM(txn_amount_cny) AS total_amount
FROM 
    dwd_account_transaction
GROUP BY 
    transaction_date
ORDER BY 
    transaction_date","{""sql"": ""SELECT t.transaction_date, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t  WHERE t.transaction_status = 'POSTED' GROUP BY t.transaction_date ORDER BY t.transaction_date"", ""joins"": [], ""tables"": [""dwd_card_transaction""], ""columns"": [""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""transaction_amount""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""65b93a79d080c03f8fe3cb9ca184cdcd220215aaeb3461925b3c97ce5019d04a"", ""dimension_ids"": [""transaction_date""], ""expected_status"": ""success"", ""semantic_filters"": []}",1110.56,,success,按交易日期统计交易金额,,[],"[""dwd_account_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2655, ""output_tokens"": 45, ""total_tokens"": 2700}"
dimension-05,单维度、双维度,[],2026-07-23T12:11:57.004511Z,easy,"[""dwd_card_transaction.branch_id = dim_branch.branch_id""]","[""Missing required metric filter: transaction_status = POSTED""]",7541823b08ffa3472124dca70cff6fe4703de6bfc268b5759dbb58a0bf12bdd1,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT
    b.branch_id,
    b.branch_name,
    SUM(t.txn_amount_cny) AS total_transaction_amount
FROM
    dwd_card_transaction t
    JOIN dim_branch b ON t.branch_id = b.branch_id
GROUP BY
    b.branch_id,
    b.branch_name
ORDER BY
    b.branch_id","{""sql"": ""SELECT b.branch_name, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t JOIN dim_branch b ON t.branch_id = b.branch_id WHERE t.transaction_status = 'POSTED' GROUP BY b.branch_name ORDER BY b.branch_name"", ""joins"": [""dwd_card_transaction.branch_id = dim_branch.branch_id""], ""tables"": [""dim_branch"", ""dwd_card_transaction""], ""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""transaction_amount""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""6cab8c111e82c9961fb7563ef0eb8721fcfbf2e114517039fc3c6fe84aaf98b8"", ""dimension_ids"": [""branch""], ""expected_status"": ""success"", ""semantic_filters"": []}",1331.33,,success,按分行统计交易金额,,"[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.txn_amount_cny""]","[""dim_branch"", ""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2654, ""output_tokens"": 84, ""total_tokens"": 2738}"
dimension-06,单维度、双维度,[],2026-07-23T12:11:58.053175Z,easy,[],"[""Missing required metric filter: transaction_status = POSTED""]",9dfd1a1b5c1e650869e2bd53366d60cccf08882c6be521cc236d4d60e3696ca7,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    transaction_channel,
    SUM(txn_amount_cny) AS total_amount_cny
FROM dwd_card_transaction
GROUP BY transaction_channel
ORDER BY transaction_channel","{""sql"": ""SELECT t.transaction_channel, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t  WHERE t.transaction_status = 'POSTED' GROUP BY t.transaction_channel ORDER BY t.transaction_channel"", ""joins"": [], ""tables"": [""dwd_card_transaction""], ""columns"": [""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""transaction_amount""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""737cb115242acc631349339da84bc15be1c7f92cab1534b6cc7094f2d4ec9c4b"", ""dimension_ids"": [""transaction_channel""], ""expected_status"": ""success"", ""semantic_filters"": []}",1039.4,,success,按交易渠道统计交易金额,,[],"[""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2655, ""output_tokens"": 44, ""total_tokens"": 2699}"
dimension-07,单维度、双维度,[],2026-07-23T12:11:59.536330Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED""]",ff7b4cdd82a28f4648dc4638f4ea6030319974cc3d130850e373c73f852f4347,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    card_type,
    transaction_channel,
    SUM(txn_amount) AS total_txn_amount
FROM dwd_card_transaction
GROUP BY card_type, transaction_channel
ORDER BY card_type, transaction_channel","{""sql"": ""SELECT t.card_type, t.transaction_channel, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t  WHERE t.transaction_status = 'POSTED' GROUP BY t.card_type, t.transaction_channel ORDER BY t.card_type, t.transaction_channel"", ""joins"": [], ""tables"": [""dwd_card_transaction""], ""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""transaction_amount""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""0b9f04d354a227fe28678f1d8fc2191bb1c4d2799c5e5378fe30c966fe053a94"", ""dimension_ids"": [""card_type"", ""transaction_channel""], ""expected_status"": ""success"", ""semantic_filters"": []}",1477.66,,success,按卡类型和交易渠道统计交易金额,,[],"[""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2658, ""output_tokens"": 52, ""total_tokens"": 2710}"
dimension-08,单维度、双维度,[],2026-07-23T12:12:00.861649Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED""]",8f4a4ae1e79568595c80f4b35899506fe3686955b2f93e282ed68e8f806c686a,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    transaction_date,
    transaction_channel,
    SUM(txn_amount_cny) AS total_amount
FROM dwd_card_transaction
GROUP BY transaction_date, transaction_channel
ORDER BY transaction_date, transaction_channel","{""sql"": ""SELECT t.transaction_date, t.transaction_channel, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t  WHERE t.transaction_status = 'POSTED' GROUP BY t.transaction_date, t.transaction_channel ORDER BY t.transaction_date, t.transaction_channel"", ""joins"": [], ""tables"": [""dwd_card_transaction""], ""columns"": [""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""transaction_amount""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""267c68df0af0682552c80a303db04c3f694868c983dac780d9ea7c334a218455"", ""dimension_ids"": [""transaction_date"", ""transaction_channel""], ""expected_status"": ""success"", ""semantic_filters"": []}",1318.01,,success,按交易日期和交易渠道统计交易金额,,[],"[""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2658, ""output_tokens"": 52, ""total_tokens"": 2710}"
dimension-09,单维度、双维度,[],2026-07-23T12:12:02.274244Z,medium,"[""dwd_card_transaction.branch_id = dim_branch.branch_id""]","[""Missing required metric filter: transaction_status = POSTED""]",0afe4dd06f7350bb011fc531777e33e12d955130274f63d807e0969660e953da,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    d.branch_id,
    d.branch_name,
    ct.transaction_channel,
    SUM(ct.txn_amount_cny) AS total_transaction_amount_cny
FROM 
    dwd_card_transaction ct
JOIN 
    dim_branch d ON ct.branch_id = d.branch_id
GROUP BY 
    d.branch_id, d.branch_name, ct.transaction_channel
ORDER BY 
    d.branch_id, ct.transaction_channel","{""sql"": ""SELECT b.branch_name, t.transaction_channel, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t JOIN dim_branch b ON t.branch_id = b.branch_id WHERE t.transaction_status = 'POSTED' GROUP BY b.branch_name, t.transaction_channel ORDER BY b.branch_name, t.transaction_channel"", ""joins"": [""dwd_card_transaction.branch_id = dim_branch.branch_id""], ""tables"": [""dim_branch"", ""dwd_card_transaction""], ""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""transaction_amount""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""234245aca177a5d1179f7074d2f0ca8419ba730ec0addddfa28cd5e40f128d83"", ""dimension_ids"": [""branch"", ""transaction_channel""], ""expected_status"": ""success"", ""semantic_filters"": []}",1403.26,,success,按分行和交易渠道统计交易金额,,"[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.txn_amount_cny""]","[""dim_branch"", ""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2657, ""output_tokens"": 107, ""total_tokens"": 2764}"
dimension-10,单维度、双维度,[],2026-07-23T12:12:03.368606Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED""]",a6ce8b38076209f9e195167c15dbdcc2e065dd60a633c50c8364d9a08bafbc34,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    transaction_channel,
    SUM(txn_amount_cny) AS total_amount
FROM dwd_card_transaction
GROUP BY transaction_channel
ORDER BY transaction_channel","{""sql"": ""SELECT t.transaction_channel, SUM(t.txn_amount_cny) AS transaction_amount FROM dwd_card_transaction t  WHERE t.transaction_status = 'POSTED' GROUP BY t.transaction_channel ORDER BY t.transaction_channel"", ""joins"": [], ""tables"": [""dwd_card_transaction""], ""columns"": [""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""metric_ids"": [""transaction_amount""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""737cb115242acc631349339da84bc15be1c7f92cab1534b6cc7094f2d4ec9c4b"", ""dimension_ids"": [""transaction_channel""], ""expected_status"": ""success"", ""semantic_filters"": []}",1085.84,,success,按交易渠道统计交易金额,,[],"[""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2655, ""output_tokens"": 42, ""total_tokens"": 2697}"
join-01,多表 Join,[],2026-07-23T12:12:04.664290Z,medium,"[""dim_branch.branch_id = dwd_card_transaction.branch_id""]","[""Missing required metric filter: transaction_status = POSTED""]",1bb052908936ab822efb0a28c1e7f2e55418edcd15cd304747a1498b55eec114,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    b.branch_id,
    b.branch_name,
    COUNT(t.transaction_id) AS transaction_count
FROM 
    dim_branch b
    LEFT JOIN dwd_card_transaction t ON b.branch_id = t.branch_id
GROUP BY 
    b.branch_id, b.branch_name
ORDER BY 
    b.branch_id","{""sql"": ""SELECT b.branch_name, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_branch b ON t.branch_id = b.branch_id WHERE t.transaction_status = 'POSTED' GROUP BY b.branch_name ORDER BY b.branch_name"", ""joins"": [""dwd_card_transaction.branch_id = dim_branch.branch_id""], ""tables"": [""dim_branch"", ""dwd_card_transaction""], ""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""metric_ids"": [""transaction_count""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""1a323490441de260c062c3441207bb37b4797134e438c4a55bc0c07ebf71517a"", ""dimension_ids"": [""branch""], ""expected_status"": ""success"", ""semantic_filters"": []}",1256.59,,success,按分行统计交易笔数,,"[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.transaction_id""]","[""dim_branch"", ""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2655, ""output_tokens"": 80, ""total_tokens"": 2735}"
join-02,多表 Join,[],2026-07-23T12:12:05.861058Z,medium,"[""dwd_card_transaction.customer_id = dim_customer.customer_id""]","[""Missing required metric filter: transaction_status = POSTED""]",9b2bf9cbad9423fdcf9b23fa0b50ce039f79cfad8c1a6c7364c7e8cbaf95015a,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT
    c.customer_type,
    COUNT(*) AS transaction_count
FROM
    dwd_card_transaction t
    JOIN dim_customer c ON t.customer_id = c.customer_id
GROUP BY
    c.customer_type","{""sql"": ""SELECT c.customer_type, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_customer c ON t.customer_id = c.customer_id WHERE t.transaction_status = 'POSTED' GROUP BY c.customer_type ORDER BY c.customer_type"", ""joins"": [""dwd_card_transaction.customer_id = dim_customer.customer_id""], ""tables"": [""dim_customer"", ""dwd_card_transaction""], ""columns"": [""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dwd_card_transaction.customer_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""metric_ids"": [""transaction_count""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""cf028b468ee2e8b7d35395261bd868c799ef272345c810e7bc4bbbfa07c3ee93"", ""dimension_ids"": [""customer_type""], ""expected_status"": ""success"", ""semantic_filters"": []}",1160.18,,success,按客户类型统计交易笔数,,"[""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dwd_card_transaction.customer_id""]","[""dim_customer"", ""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2656, ""output_tokens"": 55, ""total_tokens"": 2711}"
join-03,多表 Join,[],2026-07-23T12:12:07.353899Z,medium,"[""dwd_card_transaction.merchant_id = dim_merchant.merchant_id""]","[""Missing required metric filter: transaction_status = POSTED""]",acba4705de63fbc0b42e42fe7473636227a00b33ab3c6e2bacc75170526fe8df,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT
    dm.merchant_category,
    COUNT(*) AS transaction_count
FROM dwd_card_transaction dct
JOIN dim_merchant dm ON dct.merchant_id = dm.merchant_id
GROUP BY dm.merchant_category","{""sql"": ""SELECT m.merchant_category, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_merchant m ON t.merchant_id = m.merchant_id WHERE t.transaction_status = 'POSTED' GROUP BY m.merchant_category ORDER BY m.merchant_category"", ""joins"": [""dwd_card_transaction.merchant_id = dim_merchant.merchant_id""], ""tables"": [""dim_merchant"", ""dwd_card_transaction""], ""columns"": [""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.merchant_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""metric_ids"": [""transaction_count""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""e59348234c51e1787aec5a777da9e4ee7d5a344827239d30f4414796e689a8e4"", ""dimension_ids"": [""merchant_category""], ""expected_status"": ""success"", ""semantic_filters"": []}",1485.66,,success,按商户类别统计交易笔数,,"[""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.merchant_id""]","[""dim_merchant"", ""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2656, ""output_tokens"": 58, ""total_tokens"": 2714}"
join-04,多表 Join,[],2026-07-23T12:12:08.586796Z,medium,"[""dim_branch.branch_id = dwd_card_transaction.branch_id""]","[""Missing required metric filter: transaction_status = POSTED""]",1bb052908936ab822efb0a28c1e7f2e55418edcd15cd304747a1498b55eec114,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    b.branch_id,
    b.branch_name,
    COUNT(t.transaction_id) AS transaction_count
FROM 
    dim_branch b
    LEFT JOIN dwd_card_transaction t ON b.branch_id = t.branch_id
GROUP BY 
    b.branch_id, b.branch_name
ORDER BY 
    b.branch_id","{""sql"": ""SELECT b.branch_name, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_branch b ON t.branch_id = b.branch_id WHERE t.transaction_status = 'POSTED' GROUP BY b.branch_name ORDER BY b.branch_name"", ""joins"": [""dwd_card_transaction.branch_id = dim_branch.branch_id""], ""tables"": [""dim_branch"", ""dwd_card_transaction""], ""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""metric_ids"": [""transaction_count""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""1a323490441de260c062c3441207bb37b4797134e438c4a55bc0c07ebf71517a"", ""dimension_ids"": [""branch""], ""expected_status"": ""success"", ""semantic_filters"": []}",1223.74,,success,按分行统计交易笔数,,"[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.transaction_id""]","[""dim_branch"", ""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2655, ""output_tokens"": 80, ""total_tokens"": 2735}"
join-05,多表 Join,[],2026-07-23T12:12:10.113638Z,hard,"[""dwd_card_transaction.customer_id = dim_customer.customer_id"", ""dwd_card_transaction.merchant_id = dim_merchant.merchant_id""]","[""Missing required metric filter: transaction_status = POSTED""]",5eeb0569b4bd6b866f548b0a6ace15cc2be58f5596ac9b74f8a03a8b75dc2fb7,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    dc.customer_type,
    dm.merchant_category,
    COUNT(*) AS transaction_count
FROM dwd_card_transaction dct
JOIN dim_customer dc ON dct.customer_id = dc.customer_id
JOIN dim_merchant dm ON dct.merchant_id = dm.merchant_id
GROUP BY dc.customer_type, dm.merchant_category
ORDER BY dc.customer_type, dm.merchant_category","{""sql"": ""SELECT c.customer_type, m.merchant_category, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_customer c ON t.customer_id = c.customer_id JOIN dim_merchant m ON t.merchant_id = m.merchant_id WHERE t.transaction_status = 'POSTED' GROUP BY c.customer_type, m.merchant_category ORDER BY c.customer_type, m.merchant_category"", ""joins"": [""dwd_card_transaction.customer_id = dim_customer.customer_id"", ""dwd_card_transaction.merchant_id = dim_merchant.merchant_id""], ""tables"": [""dim_customer"", ""dim_merchant"", ""dwd_card_transaction""], ""columns"": [""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.customer_id"", ""dwd_card_transaction.merchant_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""metric_ids"": [""transaction_count""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""f7ce360999a5e0795fadc251dd4e0ebab69c23d0c044212b8675aaafe5a08e49"", ""dimension_ids"": [""customer_type"", ""merchant_category""], ""expected_status"": ""success"", ""semantic_filters"": []}",1485.85,,success,按客户类型和商户类别统计交易笔数,,"[""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.customer_id"", ""dwd_card_transaction.merchant_id""]","[""dim_customer"", ""dim_merchant"", ""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2659, ""output_tokens"": 100, ""total_tokens"": 2759}"
join-06,多表 Join,[],2026-07-23T12:12:11.415776Z,hard,"[""dwd_card_transaction.merchant_id = dim_merchant.merchant_id"", ""dwd_card_transaction.branch_id = dim_branch.branch_id""]","[""Missing required metric filter: transaction_status = POSTED""]",4b85358e419264f850f650d6251c4ac52ec50587eae82461962dae8bdeafa67c,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    dm.merchant_category,
    db.branch_name,
    COUNT(*) AS transaction_count
FROM dwd_card_transaction dct
JOIN dim_merchant dm ON dct.merchant_id = dm.merchant_id
JOIN dim_branch db ON dct.branch_id = db.branch_id
GROUP BY dm.merchant_category, db.branch_name
ORDER BY dm.merchant_category, db.branch_name","{""sql"": ""SELECT m.merchant_category, b.branch_name, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_merchant m ON t.merchant_id = m.merchant_id JOIN dim_branch b ON t.branch_id = b.branch_id WHERE t.transaction_status = 'POSTED' GROUP BY m.merchant_category, b.branch_name ORDER BY m.merchant_category, b.branch_name"", ""joins"": [""dwd_card_transaction.merchant_id = dim_merchant.merchant_id"", ""dwd_card_transaction.branch_id = dim_branch.branch_id""], ""tables"": [""dim_branch"", ""dim_merchant"", ""dwd_card_transaction""], ""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.merchant_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""metric_ids"": [""transaction_count""], ""time_range"": {""kind"": ""none""}, ""result_hash"": ""1643e12cb7d12929efa820fcf1180864bcc52afaf1c1bc21a1de72f5346127ae"", ""dimension_ids"": [""merchant_category"", ""branch""], ""expected_status"": ""success"", ""semantic_filters"": []}",1295.41,,success,按商户类别和分行统计交易笔数,,"[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.merchant_id""]","[""dim_branch"", ""dim_merchant"", ""dwd_card_transaction""]",[],,[],898801a9-686c-494c-a378-80d1d7b59f27,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2658, ""output_tokens"": 100, ""total_tokens"": 2758}"
